pid	qid1	qid2	question1	question2	is_duplicate
15887	5325	3175	quieres eliminar tu perfil?	quiero tu jefe	0
15889	2689	4106	hola, quiero saber el estado del reembolso	Quiero saber el estado de la mediación.	0
15891	2692	7808	¿Puedes hablar conmigo?	como puedes entenderme	0
15893	11618	12153	cómo encontrar un producto?	No puedo encontrar el código de seguimiento del producto	0
15895	4983	2383	¿Cómo cambio mi perfil?	¿Cómo puedo editar mi perfil?	1
15897	3096	9397	Cancelé mi producto pero no hubo reembolso	quiero el reembolso de este producto!	0
15899	10645	4253	mi correo electrónico ha cambiado y no puedo acceder a mi anterior	No tengo acceso a mi cuenta	0
15901	11334	3282	hola, el 29 de abril compré 2 productos diferentes. uno que ya recibí y el otro dice que la entrega fue infructuosa. ¿Puedes decirme qué significa?	¿Hay alguna forma en que pueda combinar las diferentes órdenes de los vendedores en un solo envío?	0
15903	3889	1825	cuando mi cancelado	¿Puedo recuperar mi dinero cuando se cancela el pedido?	0
15905	9388	11459	¿Cómo puedo agregar mi producto a la venta?	¿Cómo puedo agregar una tienda a Mi tienda favorita?	0
15907	579	1631	Hola, me gustaría saber cómo patrocinar a un amigo.	Me gustaría saber cómo puedo pagar un artículo?	0
15909	2197	847	como puede ayudarme	¿Me puedes ayudar?	1
15911	8998	12155	Quiero recoger el pedido en el carrito.	No quiero la orden	0
15913	6524	3582	por favor necesito presentar una apelación	Necesito presentar una disputa pero el tiempo límite se ha ido. ¿qué puedo hacer?	0
15915	8252	9750	Necesito ayuda con una orden que intento ubicar. Cada vez que hago clic para comprar, simplemente vuelve al carrito de compras sin comprarlo.	Solo quiero hacer el pedido de un artículo al instante	0
15917	457	5860	después de hacer mi pedido, me dijeron que habría envíos adicionales porque cambié mi dirección. Bueno, no cambié mi dirección. Pero, pagué los cargos adicionales para ver qué	Me gustaría cambiar mi dirección de envío	0
15919	6584	12157	Quiero enviarte una foto para preguntarte si un artículo está disponible para cualquier proveedor de tu sitio. ¿Es posible y cómo puedo hacer eso?	¿Puedo preguntarte algún problema?	0
15921	8579	12159	¿Cómo hacer el pedido sin pagarlo?	Tengo un cupón, no sé cómo usarlo cuando pago una nueva orden	0
15923	2445	11614	Estoy muy decepcionado, los últimos 3 productos que ordeno el 1 de enero y el 2 de febrero aún no llegaron. A partir de ahora, ¡cómo tener confianza para pedir cualquier otra cosa!	¿Tiene un número 1-800 para que pueda hablar con una persona en vivo?	0
15925	321	8847	cuando mi paga sea cancelada	Cuándo pagar	0
15927	5242	664	cómo editar la dirección de envío	¿Cómo puedo cambiar mi dirección de envío?	1
15929	8371	270	cómo cambiar su dirección de correo electrónico	necesito tu dirección de correo electrónico	0
15931	3031	10396	Necesito los últimos 4 dígitos	Tengo algunos problemas con mi último pedido	0
15933	749	3592	guardar para más adelante	sistema no disponible intente de nuevo más tarde	0
15935	2206	11944	He pagado twitch	He pagado el vendedor sin conexión	0
15937	1838	5608	hola me puedes ayudar por favor ten el tiempo	Tengo un problema. ¿Me ayudaste?	1
15939	5374	1013	¿Cómo recibo un reembolso que el vendedor aceptó?	¿Cómo recibo un reembolso por parte de Maestro?	0
15941	6432	2924	se enviarán todos los artículos juntos	El vendedor no ha enviado el artículo	0
15943	4853	1103	Me he puesto en contacto con ellos, pero me dicen que espere un poco para que lleguen. Pero ese no es el problema. Ha llegado, pero defectuoso; Y simplemente me dicen que espere a que llegue	Mi orden ha sido cancelada ¿Puedes decirme porque?	0
15945	8439	12161	por qué el vendedor extiende el período de entrega	¿Por qué no puedo extender el tiempo de procesamiento?	0
15947	874	11998	Entonces, ¿quién dará una respuesta?	¿quién eres tú?	0
15949	2460	4388	Necesito una persona real para chatear	quiero chatear con una persona real	1
15951	685	1811	Compré un iteam ayer y me han cobrado el iteam que aparece en el extracto de mi tarjeta de crédito. Trato de averiguar por qué cuando ingreso en mi historial de compras no aparece el número de pedido o el número de seguimiento.	¿Tengo un número de seguimiento para mi pedido?	0
15953	3581	12163	¿Cuál es la cantidad máxima de tiempo que dura una disputa?	¿Puedo modificar el monto de mi disputa?	0
15955	663	12165	¿Cómo puedo cambiar los datos de mi tarjeta de crédito?	¿Cómo puedo cambiar mi país?	0
15957	4285	12167	cómo encontrar el número de pedido	Cómo encontrar una tabla de tamaños	0
15959	11061	11848	el vendedor no está tratando de reembolsar o reemplazar	el vendedor rechaza mi solicitud de reembolso.	1
15961	10034	10826	Quiero un reembolso completo de los productos	Me dijeron que iba a recibir un reembolso completo, pero solo me reembolsaron $ 10	0
15963	4020	2174	Todos mis pedidos tienen esta nota, y parece que no está enviando ...	Quiero cancelar todos mis pedidos.	0
15965	3073	5199	¿Puedo hablar con una persona real?	¿Puedo hablar con una persona en vivo?	1
15967	1584	4408	Entonces, ¿cómo puedo hacer eso?	¿Cómo puedo hacer un intercambio?	0
15969	11876	286	Sí, yo también..	La tarifa de envío es demasiado alta para mí	0
15971	6843	12169	puedes reactivar una orden cancelada?	¿Cómo puedo obtener mi reembolso si mi pedido está cerrado por orden cancelada?	0
15973	3567	11135	¿Cómo cambio mi dirección de facturación?	¿Cómo cambio mi calificación?	0
15975	1738	2353	¿No me entiendes?	¿Por qué no tienes número de atención al cliente?	0
15977	3394	11998	Quién es el vendedor	¿quién eres tú?	0
15979	4655	12171	cambiando el tamaño del artículo	¿Cual es el tamaño?	0
15981	3712	10610	Quiero verificar si mi orden fue procesada	¿Por qué no pude verificar mi dirección de correo electrónico?	0
15983	11517	12173	términos y política	El vendedor aceptó los términos de la disputa pero no hubo reembolso.	0
15985	9848	2666	cómo recuperar una cuenta vieja	¿Cómo puedo recuperar mi dinero?	0
3175	1488	3073	Necesito contacto con una persona real	¿Puedo hablar con una persona real?	1
15988	8247	12175	buscar producto	¿Puedes buscar un producto para mí?	0
15990	1196	8276	¿Puedo llamar al servicio al cliente?	necesito un servicio al cliente	1
15992	4463	568	No puedo cambiar el idioma al español	Mi cuenta aparece en español, necesito inglés.	0
15994	1762	10110	¿Cómo reviso mis puntos de recompensa?	¿Cómo reviso mi reclamo?	0
15996	1364	12177	con respecto a mi orden	esta es mi orden no.	1
15998	63	6217	Hola, quiero comprar algo, pero el vendedor tiene que ajustar el precio, mi sistema funciona automáticamente y no permite que el vendedor se ajuste, por favor ayuda	Si compro algo, ¿tengo que pagar impuestos?	0
16000	1478	3032	Yo presioné. Haga clic en el botón Confirmar recibo de pedido. Antes de que se envíe la orden.	Si pedí 4 artículos y recibí 2 de ellos, ¿hago clic en confirmar el pedido?	0
16002	5651	6194	¿Puedo hacer un pedido sin teléfono móvil?	Necesito un número de teléfono para ordenar	0
16004	8675	12179	cómo obtener cupones?	¿Es posible recuperar el cupón vencido?	0
16006	11369	8729	cómo usar la protección del comprador	¿Cuánto debo pagar por la comisión de protección del comprador?	0
16008	7446	12181	para impuestos de aduana	¿Tengo que pagar impuestos a las aduanas brasileñas?	1
16010	6115	1143	hola algunos me pueden ayudar	usted no me puede ayudar	1
16012	6111	1147	Quiero enviar mi pedido todo	Quiero limpiar todo mi pedido	0
16014	10416	5462	así que esperé 2 semanas	Soy tan estúpido.	0
16016	5951	7594	Cómo cancelar el producto?	El vendedor no tiene el producto, pero se niega a cancelar el pedido.	0
16018	2743	11635	Necesito saber el estado de mi pedido	Quiero saber el estado de mi disputa	0
16020	2066	1623	tengo una pregunta	ya lo he hecho	0
16022	5069	4921	¿puedes enviar con 1 días de envío?	¿Puedo comprar 1 pieza de producto como muestra?	0
16024	6172	8039	Asunto: enlace / botón aleatorio del producto Hola, tengo una pregunta sobre el sitio. Sabes, realmente me encanta navegar, buscar cosas divertidas para comprar, y me preguntaba si los planes para poner un botón de "producto aleatorio" en la página, para enviarte a un sitio.	¿Puedo hacerte una pregunta?	0
16026	10374	7790	No puedo abrir la disputa porque tengo un mensaje que me dice que tengo que esperar a que el vendedor envíe el paquete, pero el vendedor me dijo que abriera la disputa porque el paquete fue detenido por la aduana.	Abrí la disputa porque no recibí mi número de pedido	0
16028	7572	9045	Hola, tengo una pregunta. ¿cómo puedo enviar mi artículo a China?	Tengo una pregunta, ¿puedes ayudarme?	0
16030	2201	9138	necesito comprar mi pedido pero no pagar a la tienda ajustar el precio, entonces pago	Necesito un presupuesto	0
16032	12184	8240	cómo obtener boleto de reembolso	¿Cuándo recibiré un reembolso si pago con Boleto?	1
16034	11885	11846	Ya no quiero el producto Quiero que me devuelva mi dinero Por favor envíeme mi reembolso	Mi orden se cancela y quiero que me devuelvan mi dinero.	0
16036	7018	12186	¿Cómo elimino los comentarios?	Quiero eliminar comentarios negativos.	1
16038	1268	10392	Quiero saber el estado de mi pago de reembolso	Quiero saber el estado de mi mediación	0
16040	6792	146	cómo verificar los comentarios?	¿Cómo consulto a un vendedor si no tiene comentarios?	0
16042	7623	12188	¿Por qué dice que ya tenía mi paquete ordenado en mi oficina de correos, pero dice que no se puede entregar, qué se supone que significa eso? ¿Recibiré mi paquete?	Me puse en contacto con la oficina de correos, el paquete fue devuelto	1
16044	9535	1953	¿Dónde está la página de detalles de la disputa?	¿Dónde obtengo la página de pago?	0
16046	4987	5862	¿Por qué poner los detalles de la tarjeta otra vez?	Quiero eliminar los detalles de mi tarjeta	0
16048	6215	3250	Hola. He enviado documentación para probar el método de pago pero no me permite comprar. por favor abra la cuenta	¿Puedo enviar un cheque como método de pago?	0
16050	12190	5797	no estoy satisfecho con la disputa	Estoy interesado en la información sobre la disputa.	0
16052	6281	3302	dejar un comentario	¿Cómo dejo comentarios?	1
16054	9808	12192	hola vendedor no ha reembolsado después de 3 meses de comunicación	¿Por qué la cuenta regresiva de mi orden muestra menos de 3 días tan pronto después de que se envió?	0
16056	948	7804	¿Cómo cambio monedas en cupones?	¿Qué puedo hacer con las monedas?	1
16058	541	10478	Me gustaría lo más pronto posible	Me gustaría hacer un pedido.	0
16060	7244	5213	Pero dices algo sobre mi reembolso	mi orden diciendo esperando por recibir los artículos	0
16062	4120	2588	Quiero saber por qué no puedo enviar un mensaje a los vendedores	No puedo cargar fotos en mi mensaje al vendedor	0
6458	8015	2353	Quiero que la línea de ayuda o atención al cliente no	¿Por qué no tienes número de atención al cliente?	1
16065	3273	11578	¿Cómo puedo saber qué tipo de semillas he recibido? Solo hay una bolsa de semillas en el paquete. Nada mas. Tengo tres bolsas ahora	No he recibido mi paquete	1
16067	5356	4088	Hice un pedido con un vendedor y pagué, pero no tenían el artículo en la foto, luego cancelé el pedido y encontré otro vendedor con el artículo, pero no llevaré mi tarjeta en el archivo	¿Puedo pedir solo un artículo para mi uso personal?	0
16069	5896	3687	Hola, no he recibido mi pedido	No he recibido el reembolso y mi pedido fue cancelado	0
16071	3353	12194	puedo cambiar el tamaño	¿Puedo elegir este tamaño?	0
16073	7698	12196	Nooo Quiero comprar 100 y no tengo ningún vendedor de envío está dispuesto a ajustar el precio, pero su sistema no permite	el vendedor no respeta la compañía de envío	0
16075	7275	10269	¿Puedes ver mi pregunta?	¿Respondiste a mi pregunta?	1
16077	3261	12198	Estoy tratando de hacer un pedido, ¿me pueden ayudar?	¿Puedo usar una tarjeta de dinero para hacer un pedido?	0
14322	835	5920	¿Cómo puedo contactar al vendedor?	¿Cómo me pongo en contacto con el vendedor?	1
16080	8291	6712	Solo quiero saber por qué no recibí nada después de más de 2 meses.	¿Por qué no sucede nada después de hacer clic en algún botón?	0
16082	121	12200	No has iniciado sesión o tu sesión anterior ha expirado. Por favor, inicia sesión de nuevo.	El servicio no está disponible, por favor intente nuevamente más tarde	0
16084	5178	2748	Cómo enviar video	¿Cómo cargo mi video en respuesta a una disputa de mediación?	1
16086	5256	9166	Lo que tengo que hacer para que mi vendedor pueda ajustar un precio	No he recibido mi orden. ¿Que puedo hacer?	0
16088	3224	5377	Después de 15 días, no se ha abierto ninguna disputa	puedo obtener un reembolso después de que se haya liberado el pago	1
16090	8435	1713	va a entregar a Estados Unidos	tamaño de Rusia de EE. UU.	0
16092	8148	2391	¿Cuál es el nombre de usuario de mi cuenta?	¿Cómo puedo agregar un usuario en mi chat?	0
16094	1794	1051	No puedo abrir la orden de seguimiento	Quiero rastrear un pedido	0
16096	5329	3189	necesito compañía de envío	¿Cuál es el nombre de la compañía naviera?	1
16098	2382	4984	cómo editar el perfil	¿Cómo edito mi perfil de miembro?	1
16100	796	7365	no sé dónde encontrar mi código de barras	No puedo encontrar mis pedidos que fueron colocados.	0
16102	10816	12202	Cómo ver la garantía	¿Cómo puedo ver el mensaje?	0
16104	2597	12204	No había recibido mi mercancía	¿Sabes cuándo lo recibiré? Pagué más por la entrega express	0
16106	5982	5914	¿cómo puedo simplemente colocar preorden?	¿Cómo puedo usar el carrito de compras para hacer un pedido?	0
16108	1392	6089	Hubo un problema con un pedido que recibí, así que envié a la tienda 4 mensajes sobre el problema que comenzaron el jueves pasado. No he recibido noticias de ellos todavía. ¿Eso es normal?	Tengo un problema con el vendedor y quiero ponerme en contacto con ellos.	1
16110	10550	10098	¿Cómo puedo imprimir la factura?	¿Cómo puedo imprimir una factura por pedido?	1
16112	8761	7882	Gracias por sus comentarios	¡Gracias por adelantado!	1
16114	3591	9824	Hola, necesito ayuda. Intento agregar una nueva tarjeta de crédito para el pago, pero después de insertar los datos de la tarjeta de crédito y confirmar, recibo este mensaje: "Oops, no hemos podido guardar su tarjeta debido a un motivo del sistema. Inténtelo de nuevo más tarde".	Quiero cambiar los datos de la tarjeta	0
16116	3847	2690	Quería comunicarme porque estoy en mi segunda apelación en 1 semana	quería saber el estado del pedido	0
